Stage,Day,Time,Supplier,Scenario,Value
1,13,9,2,123.122587039
1,13,9,3,141.849606797
1,13,9,4,109.949251252
1,13,10,1,296.212568119
1,13,10,2,248.942148038
1,13,10,3,286.806398919
1,13,10,4,222.306917358
1,13,11,1,591.656618493
1,13,11,2,497.238420516
1,13,11,3,572.868684216
1,13,11,4,444.037063745
1,13,12,1,2134.601100187
1,13,12,2,1793.955558533
1,13,12,3,2066.817281122
1,13,12,4,1602.013693701
1,13,13,1,1151.974288391
1,13,13,2,968.139048446
1,13,13,3,1115.393581708
1,13,13,4,864.554311638
1,13,14,1,799.692271754
1,13,14,2,672.075169409
1,13,14,3,774.29820808
1,13,14,4,600.167389581
1,13,15,1,1098.306711411
1,13,15,2,923.035891688
1,13,15,3,1063.430207601
1,13,15,4,824.276906542
1,13,16,1,0.346106409
1,13,16,2,0.290873792
1,13,16,3,0.335115871
1,13,16,4,0.259752141
1,13,17,1,501.28829516
1,13,17,2,421.291323916
1,13,17,3,485.369988412
1,13,17,4,376.215824712
1,13,18,1,1143.129346516
1,13,18,2,960.705606834
1,13,18,3,1106.829509143
1,13,18,4,857.916201125
1,13,19,1,199.019805849
1,13,19,2,167.259675323
1,13,19,3,192.699972832
1,13,19,4,149.363951073
1,13,20,1,0
1,13,20,2,0
1,13,20,3,0
1,13,20,4,0
1,13,21,1,0
1,13,21,2,0
1,13,21,3,0
1,13,21,4,0
1,13,22,1,0
1,13,22,2,0
1,13,22,3,0
1,13,22,4,0
1,13,23,1,0
1,13,23,2,0
1,13,23,3,0
1,13,23,4,0
1,13,24,1,0
1,13,24,2,0
1,13,24,3,0
1,13,24,4,0
1,14,1,1,0
1,14,1,2,0
1,14,1,3,0
1,14,1,4,0
1,14,2,1,0
1,14,2,2,0
1,14,2,3,0
1,14,2,4,0
1,14,3,1,0
1,14,3,2,0
1,14,3,3,0
1,14,3,4,0
1,14,4,1,0
1,14,4,2,0
1,14,4,3,0
1,14,4,4,0
1,14,5,1,0
1,14,5,2,0
1,14,5,3,0
1,14,5,4,0
1,14,6,1,0
1,14,6,2,0
1,14,6,3,0
1,14,6,4,0
1,14,7,1,0
1,14,7,2,0
1,14,7,3,0
1,14,7,4,0
1,14,8,1,8155.310403004
1,14,8,2,7471.909494514
1,14,8,3,8155.310403004
1,14,8,4,6672.46257655
1,14,9,1,7928.474758819
1,14,9,2,7261.808092152
1,14,9,3,7928.474758819
1,14,9,4,6595.141425485
1,14,10,1,8595.856859326
1,14,10,2,7929.190192659
1,14,10,3,8595.856859326
1,14,10,4,7262.523525993
1,14,11,1,9009.177191599
1,14,11,2,8342.510524932
1,14,11,3,9009.177191599
1,14,11,4,7675.843858266
1,14,12,1,8429.393629098
1,14,12,2,7762.726962431
1,14,12,3,8429.393629098
1,14,12,4,7096.060295765
1,14,13,1,9496.955456947
1,14,13,2,8830.28879028
1,14,13,3,9496.955456947
1,14,13,4,8163.622123614
1,14,14,1,10417.311762068
1,14,14,2,9750.645095401
1,14,14,3,10417.311762068
1,14,14,4,9083.978428734
1,14,15,1,10357.289529547
1,14,15,2,9690.62286288
1,14,15,3,10357.289529547
1,14,15,4,9023.956196213
1,14,16,1,10344.11803277
1,14,16,2,9677.451366103
1,14,16,3,10344.11803277
1,14,16,4,8913.238743851
1,14,17,1,9370.871988397
1,14,17,2,8704.20532173
1,14,17,3,9370.871988397
1,14,17,4,8037.538655063
1,14,18,1,8726.99864809
1,14,18,2,7334.32009038
1,14,18,3,8449.87460028
1,14,18,4,6549.594365862
1,14,19,1,8225.89215466
1,14,19,2,6913.181555772
1,14,19,3,7964.680640522
1,14,19,4,6173.514982971
1,14,20,1,7055.471621304
1,14,20,2,5929.539965102
1,14,20,3,6831.426570566
1,14,20,4,5295.116802786
1,14,21,1,4996.007807394
1,14,21,2,4198.731077091
1,14,21,3,4837.360606644
1,14,21,4,3749.493486432
1,14,22,1,0
1,14,22,2,0
1,14,22,3,0
1,14,22,4,0
1,14,23,1,0
1,14,23,2,0
1,14,23,3,0
1,14,23,4,0
1,14,24,1,0
1,14,24,2,0
1,14,24,3,0
1,14,24,4,0
1,15,1,1,0
1,15,1,2,0
1,15,1,3,0
1,15,1,4,0
1,15,2,1,0
1,15,2,2,0
1,15,2,3,0
1,15,2,4,0
1,15,3,1,0
1,15,3,2,0
1,15,3,3,0
1,15,3,4,0
1,15,4,1,0
1,15,4,2,0
1,15,4,3,0
1,15,4,4,0
1,15,5,1,0
1,15,5,2,0
1,15,5,3,0
1,15,5,4,0
1,15,6,1,0
1,15,6,2,0
1,15,6,3,0
1,15,6,4,0
1,15,7,1,0
1,15,7,2,0
1,15,7,3,0
1,15,7,4,0
1,15,8,1,7049.395282501
1,15,8,2,5924.433305234
1,15,8,3,6825.543184652
1,15,8,4,5290.556523131
1,15,9,1,6851.880252659
1,15,9,2,5758.438269605
1,15,9,3,6634.300203974
1,15,9,4,5142.321903327
1,15,10,1,7954.463097831
1,15,10,2,7287.796431164
1,15,10,3,7954.463097831
1,15,10,4,6621.129764498
1,15,11,1,8051.104265983
1,15,11,2,6766.286801324
1,15,11,3,7795.443105313
1,15,11,4,6042.337035424
1,15,12,1,8487.227669208
1,15,12,2,7820.561002541
1,15,12,3,8487.227669208
1,15,12,4,7153.894335875
1,15,13,1,9148.360030327
1,15,13,2,8481.69336366
1,15,13,3,9148.360030327
1,15,13,4,7815.026696993
1,15,14,1,9594.104729799
1,15,14,2,8889.898956019
1,15,14,3,9594.104729799
1,15,14,4,7938.73616067
1,15,15,1,10166.541820143
1,15,15,2,8544.136985456
1,15,15,3,9843.705374873
1,15,15,4,7629.96852762
1,15,16,1,7843.142535188
1,15,16,2,6591.512178146
1,15,16,3,7594.085156524
1,15,16,4,5886.262188246
1,15,17,1,7417.248403032
1,15,17,2,6233.583408381
1,15,17,3,7181.715204971
1,15,17,4,5566.62952633
1,15,18,1,6813.409968977
1,15,18,2,5726.10718009
1,15,18,3,6597.051536241
1,15,18,4,5113.450035298
1,15,19,1,5402.296420961
1,15,19,2,4540.183031095
1,15,19,3,5230.747608819
1,15,19,4,4054.412247352
1,15,20,1,4371.215739077
1,15,20,2,3673.64505339
1,15,20,3,4232.408681999
1,15,20,4,3280.588336391
1,15,21,1,4197.209185649
1,15,21,2,3527.406946553
1,15,21,3,4063.9276709
1,15,21,4,3149.996779327
1,15,22,1,0
1,15,22,2,0
1,15,22,3,0
1,15,22,4,0
1,15,23,1,0
1,15,23,2,0
1,15,23,3,0
1,15,23,4,0
1,15,24,1,0
1,15,24,2,0
1,15,24,3,0
1,15,24,4,0
1,16,1,1,0
1,16,1,2,0
1,16,1,3,0
1,16,1,4,0
1,16,2,1,0
1,16,2,2,0
1,16,2,3,0
1,16,2,4,0
1,16,3,1,0
1,16,3,2,0
1,16,3,3,0
1,16,3,4,0
1,16,4,1,0
1,16,4,2,0
1,16,4,3,0
1,16,4,4,0
1,16,5,1,0
1,16,5,2,0
1,16,5,3,0
1,16,5,4,0
1,16,6,1,0
1,16,6,2,0
1,16,6,3,0
1,16,6,4,0
1,16,7,1,0
1,16,7,2,0
1,16,7,3,0
1,16,7,4,0
1,16,8,1,4167.855904461
1,16,8,2,3502.737943083
1,16,8,3,4035.506497121
1,16,8,4,3127.96720274
1,16,9,1,3165.045315994
1,16,9,2,2659.958639175
1,16,9,3,3064.539952714
1,16,9,4,2375.359938192
1,16,10,1,4650.997533133
1,16,10,2,3908.77849569
1,16,10,3,4503.306062708
1,16,10,4,3490.56399193
1,16,11,1,3534.834626356
1,16,11,2,2970.73594963
1,16,11,3,3422.586679554
1,16,11,4,2652.88604784
1,16,12,1,6105.758337965
1,16,12,2,5131.384551657
1,16,12,3,5911.871237279
1,16,12,4,4582.358955493
1,16,13,1,6485.876746351
1,16,13,2,5450.842614133
1,16,13,3,6279.919063759
1,16,13,4,4867.637031762
1,16,14,1,5609.568819504
1,16,14,2,4714.378327566
1,16,14,3,5431.438114961
1,16,14,4,4209.969752107
1,16,15,1,4436.781877439
1,16,15,2,3728.747966228
1,16,15,3,4295.892781118
1,16,15,4,3329.7955871
1,16,16,1,4929.005080184
1,16,16,2,4142.420830223
1,16,16,3,4772.48553726
1,16,16,4,3699.208078775
1,16,17,1,5439.979781657
1,16,17,2,4571.852776968
1,16,17,3,5267.234342143
1,16,17,4,4082.693531314
1,16,18,1,3938.467685793
1,16,18,2,3309.95613017
1,16,18,3,3813.402454175
1,16,18,4,2955.8118209
1,16,19,1,2077.347656498
1,16,19,2,1745.838777583
1,16,19,3,2011.381908766
1,16,19,4,1559.045103085
1,16,20,1,1544.40892653
1,16,20,2,1297.9478827
1,16,20,3,1495.366538596
1,16,20,4,1159.075692764
1,16,21,1,1298.193001454
1,16,21,2,1091.023775263
1,16,21,3,1256.969149599
1,16,21,4,974.291152203
1,16,22,1,0
1,16,22,2,0
1,16,22,3,0
1,16,22,4,0
1,16,23,1,0
1,16,23,2,0
1,16,23,3,0
1,16,23,4,0
1,16,24,1,0
1,16,24,2,0
1,16,24,3,0
1,16,24,4,0
1,17,1,1,0
1,17,1,2,0
1,17,1,3,0
1,17,1,4,0
1,17,2,1,0
1,17,2,2,0
1,17,2,3,0
1,17,2,4,0
1,17,3,1,0
1,17,3,2,0
1,17,3,3,0
1,17,3,4,0
1,17,4,1,0
1,17,4,2,0
1,17,4,3,0
1,17,4,4,0
1,17,5,1,0
1,17,5,2,0
1,17,5,3,0
1,17,5,4,0
1,17,6,1,0
1,17,6,2,0
1,17,6,3,0
1,17,6,4,0
1,17,7,1,0
1,17,7,2,0
1,17,7,3,0
1,17,7,4,0
1,17,8,1,848.869336324
1,17,8,2,713.404422135
1,17,8,3,821.913665076
1,17,8,4,637.074674437
1,17,9,1,131.809151702
1,17,9,2,110.774683073
1,17,9,3,127.62357919
1,17,9,4,98.922494682
1,17,10,1,1836.706224426
1,17,10,2,1543.599570155
1,17,10,3,1778.381995893
1,17,10,4,1378.444207949
1,17,11,1,844.18212246
1,17,11,2,709.46520681
1,17,11,3,817.375292724
1,17,11,4,633.556930164
1,17,12,1,1615.820559785
1,17,12,2,1357.963450203
1,17,12,3,1564.510510119
1,17,12,4,1212.669975253
1,17,13,1,945.613431389
1,17,13,2,794.709827197
1,17,13,3,915.585671293
1,17,13,4,709.680916917
1,17,14,1,1324.993637078
1,17,14,2,1113.547491402
1,17,14,3,1282.91873655
1,17,14,4,994.404973594
1,17,15,1,179.561806233
1,17,15,2,150.90683705
1,17,15,3,173.859857994
1,17,15,4,134.760762761
1,17,16,1,358.595253865
1,17,16,2,301.369632424
1,17,16,3,347.208135306
1,17,16,4,269.124993488
1,17,17,1,1773.658006898
1,17,17,2,1490.612761388
1,17,17,3,1717.335861551
1,17,17,4,1331.1266516
1,17,18,1,220.540217419
1,17,18,2,185.345800151
1,17,18,3,213.537008157
1,17,18,4,165.514975274
1,17,19,1,1449.256592133
1,17,19,2,1217.98022074
1,17,19,3,1403.235747015
1,17,19,4,1087.664063361
1,17,20,1,560.60420281
1,17,20,2,471.141435128
1,17,20,3,542.80233161
1,17,20,4,420.732290248
1,17,21,1,938.747128365
1,17,21,2,788.939267781
1,17,21,3,908.937406309
1,17,21,4,704.527770753
1,17,22,1,0
1,17,22,2,0
1,17,22,3,0
1,17,22,4,0
1,17,23,1,0
1,17,23,2,0
1,17,23,3,0
1,17,23,4,0
1,17,24,1,0
1,17,24,2,0
1,17,24,3,0
1,17,24,4,0
1,18,1,1,0
1,18,1,2,0
1,18,1,3,0
1,18,1,4,0
1,18,2,1,0
1,18,2,2,0
1,18,2,3,0
1,18,2,4,0
1,18,3,1,0
1,18,3,2,0
1,18,3,3,0
1,18,3,4,0
1,18,4,1,0
1,18,4,2,0
1,18,4,3,0
1,18,4,4,0
1,18,5,1,0
1,18,5,2,0
1,18,5,3,0
1,18,5,4,0
1,18,6,1,0
1,18,6,2,0
1,18,6,3,0
1,18,6,4,0
1,18,7,1,0
1,18,7,2,0
1,18,7,3,0
1,18,7,4,0
1,18,8,1,0
1,18,8,2,63.314991334
1,18,8,3,0
1,18,8,4,56.540688899
1,18,9,1,430.637424332
1,18,9,2,361.915114269
1,18,9,3,416.962621461
1,18,9,4,206
1,18,10,1,2269.745823718
1,18,10,2,1907.533513667
1,18,10,3,2197.670511743
1,18,10,4,1703.439528115
1,18,11,1,998.928553486
1,18,11,2,839.516774796
1,18,11,3,967.207782649
1,18,11,4,749.693805355
1,18,12,1,1661.306981323
1,18,12,2,1396.19102291
1,18,12,3,1608.552519694
1,18,12,4,1246.807440176
1,18,13,1,0
1,18,13,2,206
1,18,13,3,299.546748669
1,18,13,4,232.182108044
1,18,14,1,2069.09933512
1,18,14,2,1738.906746122
1,18,14,3,2003.395511137
1,18,14,4,1552.854755016
1,18,15,1,1281.487887272
1,18,15,2,1076.98450936
1,18,15,3,1240.794502884
1,18,15,4,961.753998694
1,18,16,1,827.633329916
1,18,16,2,695.557316306
1,18,16,3,801.352003684
1,18,16,4,621.137095719
1,18,17,1,0
1,18,17,2,0
1,18,17,3,0
1,18,17,4,0
1,18,18,1,937.178037922
1,18,18,2,787.620577127
1,18,18,3,907.418142011
1,18,18,4,703.350171634
1,18,19,1,889.241112086
1,18,19,2,747.333558369
1,18,19,3,861.003443398
1,18,19,4,667.373608323
1,18,20,1,641.895453751
1,18,20,2,539.460003629
1,18,20,3,621.51219559
1,18,20,4,481.266666667
1,18,21,1,911.152265217
1,18,21,2,765.748069141
1,18,21,3,882.218812367
1,18,21,4,683.817883255
1,18,22,1,0
1,18,22,2,0
1,18,22,3,0
1,18,22,4,0
1,18,23,1,0
1,18,23,2,0
1,18,23,3,0
1,18,23,4,0
1,18,24,1,0
1,18,24,2,0
1,18,24,3,0
1,18,24,4,0
2,1,1,1,0
2,1,1,2,0
2,1,1,3,0
2,1,1,4,0
2,1,2,1,0
2,1,2,2,0
2,1,2,3,0
2,1,2,4,0
2,1,3,1,0
2,1,3,2,0
2,1,3,3,0
2,1,3,4,0
2,1,4,1,0
2,1,4,2,0
2,1,4,3,0
2,1,4,4,0
2,1,5,1,0
2,1,5,2,0
2,1,5,3,0
2,1,5,4,0
2,1,6,1,0
2,1,6,2,0
2,1,6,3,0
2,1,6,4,0
2,1,7,1,0
2,1,7,2,0
2,1,7,3,0
2,1,7,4,0
2,1,8,1,0
2,1,8,2,0
2,1,8,3,0
2,1,8,4,0
2,1,9,1,0
2,1,9,2,0
2,1,9,3,0
2,1,9,4,0
2,1,10,1,5236
2,1,10,2,4569.333333333
2,1,10,3,5236
2,1,10,4,3902.666666667
2,1,11,1,5236
2,1,11,2,4569.333333333
2,1,11,3,5236
2,1,11,4,3902.666666667
2,1,12,1,5236
2,1,12,2,4569.333333333
2,1,12,3,5236
2,1,12,4,3902.666666667
2,1,13,1,5236
2,1,13,2,4569.333333333
2,1,13,3,5236
2,1,13,4,3902.666666667
2,1,14,1,5236
2,1,14,2,4569.333333333
2,1,14,3,5236
2,1,14,4,3902.666666667
2,1,15,1,5236
2,1,15,2,4569.333333333
2,1,15,3,5236
2,1,15,4,3902.666666667
2,1,16,1,5236
2,1,16,2,4569.333333333
2,1,16,3,5236
2,1,16,4,3902.666666667
2,1,17,1,5236
2,1,17,2,4569.333333333
2,1,17,3,5236
2,1,17,4,3902.666666667
2,1,18,1,0
2,1,18,2,0
2,1,18,3,0
2,1,18,4,0
2,1,19,1,0
2,1,19,2,0
2,1,19,3,0
2,1,19,4,0
2,1,20,1,0
2,1,20,2,0
2,1,20,3,0
2,1,20,4,0
2,1,21,1,0
2,1,21,2,0
2,1,21,3,0
2,1,21,4,0
2,1,22,1,0
2,1,22,2,0
2,1,22,3,0
2,1,22,4,0
2,1,23,1,0
2,1,23,2,0
2,1,23,3,0
2,1,23,4,0
2,1,24,1,0
2,1,24,2,0
2,1,24,3,0
2,1,24,4,0
2,2,1,1,0
2,2,1,2,0
2,2,1,3,0
2,2,1,4,0
2,2,2,1,0
2,2,2,2,0
2,2,2,3,0
2,2,2,4,0
2,2,3,1,0
2,2,3,2,0
2,2,3,3,0
2,2,3,4,0
2,2,4,1,0
2,2,4,2,0
2,2,4,3,0
2,2,4,4,0
2,2,5,1,0
2,2,5,2,0
2,2,5,3,0
2,2,5,4,0
2,2,6,1,0
2,2,6,2,0
2,2,6,3,0
2,2,6,4,0
2,2,7,1,0
2,2,7,2,0
2,2,7,3,0
2,2,7,4,0
2,2,8,1,0
2,2,8,2,0
2,2,8,3,0
2,2,8,4,0
2,2,9,1,0
2,2,9,2,0
2,2,9,3,0
2,2,9,4,0
2,2,10,1,3434.715637841
2,2,10,2,2886.59422594
2,2,10,3,3325.646948935
2,2,10,4,2577.746954833
2,2,11,1,6937.540174405
2,2,11,2,5830.428344353
2,2,11,3,6717.240012516
2,2,11,4,5206.609496745
2,2,12,1,7772.563504376
2,2,12,2,6532.196344087
2,2,12,3,7525.747348324
2,2,12,4,5833.292772162
2,2,13,1,5158.235032999
2,2,13,2,4335.069633786
2,2,13,3,4994.436340053
2,2,13,4,3871.244682422
2,2,14,1,5250.008394179
2,2,14,2,4412.197548411
2,2,14,3,5083.295457017
2,2,14,4,3940.120399442
2,2,15,1,3617.22408394
2,2,15,2,3039.977469924
2,2,15,3,3502.359876851
2,2,15,4,2714.719164695
2,2,16,1,4291.232164888
2,2,16,2,3606.425478972
2,2,16,3,4154.964969764
2,2,16,4,3220.560830029
2,2,17,1,3134.053264071
2,2,17,2,2633.912384532
2,2,17,3,3034.532047028
2,2,17,4,2352.100467572
2,2,18,1,0
2,2,18,2,0
2,2,18,3,0
2,2,18,4,0
2,2,19,1,0
2,2,19,2,0
2,2,19,3,0
2,2,19,4,0
2,2,20,1,0
2,2,20,2,0
2,2,20,3,0
2,2,20,4,0
2,2,21,1,0
2,2,21,2,0
2,2,21,3,0
2,2,21,4,0
2,2,22,1,0
2,2,22,2,0
2,2,22,3,0
2,2,22,4,0
2,2,23,1,0
2,2,23,2,0
2,2,23,3,0
2,2,23,4,0
2,2,24,1,0
2,2,24,2,0
2,2,24,3,0
2,2,24,4,0
2,3,1,1,0
2,3,1,2,0
2,3,1,3,0
2,3,1,4,0
2,3,2,1,0
2,3,2,2,0
2,3,2,3,0
2,3,2,4,0
2,3,3,1,0
2,3,3,2,0
2,3,3,3,0
2,3,3,4,0
2,3,4,1,0
2,3,4,2,0
2,3,4,3,0
2,3,4,4,0
2,3,5,1,0
2,3,5,2,0
2,3,5,3,0
2,3,5,4,0
2,3,6,1,0
2,3,6,2,0
2,3,6,3,0
2,3,6,4,0
2,3,7,1,0
2,3,7,2,0
2,3,7,3,0
2,3,7,4,0
2,3,8,1,0
2,3,8,2,0
2,3,8,3,0
2,3,8,4,0
2,3,9,1,0
2,3,9,2,0
2,3,9,3,0
2,3,9,4,0
2,3,10,1,4362.248653245
2,3,10,2,3666.108959892
2,3,10,3,4223.726344134
2,3,10,4,3273.858557092
2,3,11,1,5001.578419083
2,3,11,2,4203.412715175
2,3,11,3,4842.754324703
2,3,11,4,3753.674218938
2,3,12,1,5543.218424767
2,3,12,2,4658.616312153
2,3,12,3,5367.194663367
2,3,12,4,4160.173918618
2,3,13,1,7395.70286695
2,3,13,2,6215.476168479
2,3,13,3,7160.853842957
2,3,13,4,5550.459646234
2,3,14,1,3882.746463879
2,3,14,2,3263.127054811
2,3,14,3,3759.450648206
2,3,14,4,2913.993159545
2,3,15,1,5650.958502299
2,3,15,2,4749.162930418
2,3,15,3,5471.513476888
2,3,15,4,4241.032623109
2,3,16,1,2905.614250387
2,3,16,2,2441.928299848
2,3,16,3,2813.347067256
2,3,16,4,2180.657462101
2,3,17,1,3069.353954774
2,3,17,2,2579.537969782
2,3,17,3,2971.887250995
2,3,17,4,2303.543770277
2,3,18,1,0
2,3,18,2,0
2,3,18,3,0
2,3,18,4,0
2,3,19,1,0
2,3,19,2,0
2,3,19,3,0
2,3,19,4,0
2,3,20,1,0
2,3,20,2,0
2,3,20,3,0
2,3,20,4,0
2,3,21,1,0
2,3,21,2,0
2,3,21,3,0
2,3,21,4,0
2,3,22,1,0
2,3,22,2,0
2,3,22,3,0
2,3,22,4,0
2,3,23,1,0
2,3,23,2,0
2,3,23,3,0
2,3,23,4,0
2,3,24,1,0
2,3,24,2,0
2,3,24,3,0
2,3,24,4,0
2,4,1,1,0
2,4,1,2,0
2,4,1,3,0
2,4,1,4,0
2,4,2,1,0
2,4,2,2,0
2,4,2,3,0
2,4,2,4,0
2,4,3,1,0
2,4,3,2,0
2,4,3,3,0
2,4,3,4,0
2,4,4,1,0
2,4,4,2,0
2,4,4,3,0
2,4,4,4,0
2,4,5,1,0
2,4,5,2,0
2,4,5,3,0
2,4,5,4,0
2,4,6,1,0
2,4,6,2,0
2,4,6,3,0
2,4,6,4,0
2,4,7,1,0
2,4,7,2,0
2,4,7,3,0
2,4,7,4,0
2,4,8,1,0
2,4,8,2,0
2,4,8,3,0
2,4,8,4,0
2,4,9,1,0
2,4,9,2,0
2,4,9,3,0
2,4,9,4,0
2,4,10,1,1036.440966649
2,4,10,2,871.042853416
2,4,10,3,1003.528996844
2,4,10,4,777.846793548
2,4,11,1,382.916895094
2,4,11,2,321.809958943
2,4,11,3,370.757447818
2,4,11,4,287.378334733
2,4,12,1,867.75008916
2,4,12,2,729.272132263
2,4,12,3,840.194863487
2,4,12,4,651.244640238
2,4,13,1,349.890595747
2,4,13,2,294.0540877
2,4,13,3,338.779891816
2,4,13,4,262.592165644
2,4,14,1,3187.749999411
2,4,14,2,2679.040046477
2,4,14,3,3086.523653577
2,4,14,4,2392.399755956
2,4,15,1,404.029716591
2,4,15,2,339.553538049
2,4,15,3,391.199836009
2,4,15,4,303.22346343
2,4,16,1,1314.601069466
2,4,16,2,1104.813398445
2,4,16,3,1272.856182785
2,4,16,4,986.605373179
2,4,17,1,144.610539022
2,4,17,2,121.533189633
2,4,17,3,140.018461087
2,4,17,4,108.529909287
2,4,18,1,0
2,4,18,2,0
2,4,18,3,0
2,4,18,4,0
2,4,19,1,0
2,4,19,2,0
2,4,19,3,0
2,4,19,4,0
2,4,20,1,0
2,4,20,2,0
2,4,20,3,0
2,4,20,4,0
2,4,21,1,0
2,4,21,2,0
2,4,21,3,0
2,4,21,4,0
2,4,22,1,0
2,4,22,2,0
2,4,22,3,0
2,4,22,4,0
2,4,23,1,0
2,4,23,2,0
2,4,23,3,0
2,4,23,4,0
2,4,24,1,0
2,4,24,2,0
2,4,24,3,0
2,4,24,4,0
2,5,1,1,0
2,5,1,2,0
2,5,1,3,0
2,5,1,4,0
2,5,2,1,0
2,5,2,2,0
2,5,2,3,0
2,5,2,4,0
2,5,3,1,0
2,5,3,2,0
2,5,3,3,0
2,5,3,4,0
2,5,4,1,0
2,5,4,2,0
2,5,4,3,0
2,5,4,4,0
2,5,5,1,0
2,5,5,2,0
2,5,5,3,0
2,5,5,4,0
2,5,6,1,0
2,5,6,2,0
2,5,6,3,0
2,5,6,4,0
2,5,7,1,0
2,5,7,2,0
2,5,7,3,0
2,5,7,4,0
2,5,8,1,0
2,5,8,2,0
2,5,8,3,0
2,5,8,4,0
2,5,9,1,0
2,5,9,2,0
2,5,9,3,0
2,5,9,4,0
2,5,10,1,793.878502284
2,5,10,2,667.189177335
2,5,10,3,768.669053665
2,5,10,4,595.804167665
2,5,11,1,780.760545378
2,5,11,2,656.164620238
2,5,11,3,755.967654783
2,5,11,4,585.959168243
2,5,12,1,844.164671308
2,5,12,2,709.450540561
2,5,12,3,817.358395729
2,5,12,4,633.54383311
2,5,13,1,3.933526761
2,5,13,2,3.305803692
2,5,13,3,3.808618428
2,5,13,4,2.952103667
2,5,14,1,379.032107167
2,5,14,2,318.545116207
2,5,14,3,366.996020532
2,5,14,4,284.462809459
2,5,15,1,823.779536258
2,5,15,2,692.318521688
2,5,15,3,797.620586452
2,5,15,4,618.24483158
2,5,16,1,516.688934754
2,5,16,2,434.23428689
2,5,16,3,500.281583861
2,5,16,4,387.773972752
2,5,17,1,1128.703765464
2,5,17,2,948.582099865
2,5,17,3,1092.862009451
2,5,17,4,847.089832496
2,5,18,1,0
2,5,18,2,0
2,5,18,3,0
2,5,18,4,0
2,5,19,1,0
2,5,19,2,0
2,5,19,3,0
2,5,19,4,0
2,5,20,1,0
2,5,20,2,0
2,5,20,3,0
2,5,20,4,0
2,5,21,1,0
2,5,21,2,0
2,5,21,3,0
2,5,21,4,0
2,5,22,1,0
2,5,22,2,0
2,5,22,3,0
2,5,22,4,0
2,5,23,1,0
2,5,23,2,0
2,5,23,3,0
2,5,23,4,0
2,5,24,1,0
2,5,24,2,0
2,5,24,3,0
2,5,24,4,0
2,6,1,1,0
2,6,1,2,0
2,6,1,3,0
2,6,1,4,0
2,6,2,1,0
2,6,2,2,0
2,6,2,3,0
2,6,2,4,0
2,6,3,1,0
2,6,3,2,0
2,6,3,3,0
2,6,3,4,0
2,6,4,1,0
2,6,4,2,0
2,6,4,3,0
2,6,4,4,0
2,6,5,1,0
2,6,5,2,0
2,6,5,3,0
2,6,5,4,0
2,6,6,1,0
2,6,6,2,0
2,6,6,3,0
2,6,6,4,0
2,6,7,1,0
2,6,7,2,0
2,6,7,3,0
2,6,7,4,0
2,6,8,1,0
2,6,8,2,0
2,6,8,3,0
2,6,8,4,0
2,6,9,1,7095.620619663
2,6,9,2,5963.281875368
2,6,9,3,6870.300645737
2,6,9,4,5325.248542695
2,6,10,1,7950.871499713
2,6,10,2,7284.204833046
2,6,10,3,7950.871499713
2,6,10,4,6617.53816638
2,6,11,1,8075.63372904
2,6,11,2,6786.90178489
2,6,11,3,7819.193640315
2,6,11,4,6060.746346519
2,6,12,1,8925.95901194
2,6,12,2,8259.292345273
2,6,12,3,8925.95901194
2,6,12,4,7592.625678607
2,6,13,1,9166.384411901
2,6,13,2,8009.80650709
2,6,13,3,9166.384411901
2,6,13,4,7152.808020922
2,6,14,1,9299.713162329
2,6,14,2,7815.639239977
2,6,14,3,9004.402682869
2,6,14,4,6979.415419693
2,6,15,1,7846.416703718
2,6,15,2,6594.263845815
2,6,15,3,7597.255354505
2,6,15,4,5888.719444929
2,6,16,1,8830.901813782
2,6,16,2,7421.642101798
2,6,16,3,8550.478342308
2,6,16,4,6627.573475984
2,6,17,1,8102.78548488
2,6,17,2,6809.72058851
2,6,17,3,7845.483197731
2,6,17,4,6081.123682903
2,6,18,1,7518.150499244
2,6,18,2,6318.383269278
2,6,18,3,7279.413175863
2,6,18,4,5642.356340038
2,6,19,1,0
2,6,19,2,0
2,6,19,3,0
2,6,19,4,0
2,6,20,1,0
2,6,20,2,0
2,6,20,3,0
2,6,20,4,0
2,6,21,1,0
2,6,21,2,0
2,6,21,3,0
2,6,21,4,0
2,6,22,1,0
2,6,22,2,0
2,6,22,3,0
2,6,22,4,0
2,6,23,1,0
2,6,23,2,0
2,6,23,3,0
2,6,23,4,0
2,6,24,1,0
2,6,24,2,0
2,6,24,3,0
2,6,24,4,0
2,7,1,1,0
2,7,1,2,0
2,7,1,3,0
2,7,1,4,0
2,7,2,1,0
2,7,2,2,0
2,7,2,3,0
2,7,2,4,0
2,7,3,1,0
2,7,3,2,0
2,7,3,3,0
2,7,3,4,0
2,7,4,1,0
2,7,4,2,0
2,7,4,3,0
2,7,4,4,0
2,7,5,1,0
2,7,5,2,0
2,7,5,3,0
2,7,5,4,0
2,7,6,1,0
2,7,6,2,0
2,7,6,3,0
2,7,6,4,0
2,7,7,1,0
2,7,7,2,0
2,7,7,3,0
2,7,7,4,0
2,7,8,1,0
2,7,8,2,0
2,7,8,3,0
2,7,8,4,0
2,7,9,1,4388.730211775
2,7,9,2,3688.364518141
2,7,9,3,4249.366986218
2,7,9,4,3293.732911786
2,7,10,1,3730.967749248
2,7,10,2,3135.569606838
2,7,10,3,3612.491635453
