Stage,Day,Electrolyzer,Time,Supplier,Scenario,Value
2,2,2,13,1,3,0
2,2,2,13,1,4,0
2,2,2,14,1,1,0
2,2,2,14,1,2,0
2,2,2,14,1,3,0
2,2,2,14,1,4,0
2,2,2,15,1,1,0
2,2,2,15,1,2,0
2,2,2,15,1,3,0
2,2,2,15,1,4,0
2,2,2,16,1,1,0
2,2,2,16,1,2,0
2,2,2,16,1,3,0
2,2,2,16,1,4,0
2,2,2,17,1,1,0
2,2,2,17,1,2,0
2,2,2,17,1,3,0
2,2,2,17,1,4,0
2,2,2,18,1,1,0
2,2,2,18,1,2,0
2,2,2,18,1,3,0
2,2,2,18,1,4,0
2,2,2,19,1,1,0
2,2,2,19,1,2,0
2,2,2,19,1,3,0
2,2,2,19,1,4,0
2,2,2,20,1,1,0
2,2,2,20,1,2,0
2,2,2,20,1,3,0
2,2,2,20,1,4,0
2,2,2,21,1,1,0
2,2,2,21,1,2,0
2,2,2,21,1,3,0
2,2,2,21,1,4,0
2,2,2,22,1,1,0
2,2,2,22,1,2,0
2,2,2,22,1,3,0
2,2,2,22,1,4,0
2,2,2,23,1,1,0
2,2,2,23,1,2,0
2,2,2,23,1,3,0
2,2,2,23,1,4,0
2,2,2,24,1,1,0
2,2,2,24,1,2,0
2,2,2,24,1,3,0
2,2,2,24,1,4,0
2,2,3,1,1,1,0
2,2,3,1,1,2,0
2,2,3,1,1,3,0
2,2,3,1,1,4,0
2,2,3,2,1,1,0
2,2,3,2,1,2,0
2,2,3,2,1,3,0
2,2,3,2,1,4,0
2,2,3,3,1,1,0
2,2,3,3,1,2,1
2,2,3,3,1,3,0
2,2,3,3,1,4,0
2,2,3,4,1,1,0
2,2,3,4,1,2,0
2,2,3,4,1,3,0
2,2,3,4,1,4,0
2,2,3,5,1,1,0
2,2,3,5,1,2,0
2,2,3,5,1,3,0
2,2,3,5,1,4,0
2,2,3,6,1,1,0
2,2,3,6,1,2,0
2,2,3,6,1,3,0
2,2,3,6,1,4,0
2,2,3,7,1,1,0
2,2,3,7,1,2,0
2,2,3,7,1,3,0
2,2,3,7,1,4,0
2,2,3,8,1,1,0
2,2,3,8,1,2,0
2,2,3,8,1,3,0
2,2,3,8,1,4,0
2,2,3,9,1,1,1
2,2,3,9,1,2,0
2,2,3,9,1,3,0
2,2,3,9,1,4,0
2,2,3,10,1,1,0
2,2,3,10,1,2,0
2,2,3,10,1,3,0
2,2,3,10,1,4,0
2,2,3,11,1,1,0
2,2,3,11,1,2,0
2,2,3,11,1,3,0
2,2,3,11,1,4,0
2,2,3,12,1,1,0
2,2,3,12,1,2,0
2,2,3,12,1,3,0
2,2,3,12,1,4,0
2,2,3,13,1,1,0
2,2,3,13,1,2,0
2,2,3,13,1,3,0
2,2,3,13,1,4,0
2,2,3,14,1,1,0
2,2,3,14,1,2,0
2,2,3,14,1,3,0
2,2,3,14,1,4,0
2,2,3,15,1,1,0
2,2,3,15,1,2,0
2,2,3,15,1,3,0
2,2,3,15,1,4,0
2,2,3,16,1,1,0
2,2,3,16,1,2,0
2,2,3,16,1,3,0
2,2,3,16,1,4,0
2,2,3,17,1,1,0
2,2,3,17,1,2,0
2,2,3,17,1,3,0
2,2,3,17,1,4,0
2,2,3,18,1,1,0
2,2,3,18,1,2,0
2,2,3,18,1,3,0
2,2,3,18,1,4,0
2,2,3,19,1,1,0
2,2,3,19,1,2,0
2,2,3,19,1,3,0
2,2,3,19,1,4,0
2,2,3,20,1,1,0
2,2,3,20,1,2,0
2,2,3,20,1,3,0
2,2,3,20,1,4,0
2,2,3,21,1,1,0
2,2,3,21,1,2,0
2,2,3,21,1,3,0
2,2,3,21,1,4,0
2,2,3,22,1,1,0
2,2,3,22,1,2,0
2,2,3,22,1,3,0
2,2,3,22,1,4,0
2,2,3,23,1,1,0
2,2,3,23,1,2,0
2,2,3,23,1,3,0
2,2,3,23,1,4,0
2,2,3,24,1,1,0
2,2,3,24,1,2,0
2,2,3,24,1,3,0
2,2,3,24,1,4,0
2,2,4,1,1,1,0
2,2,4,1,1,2,0
2,2,4,1,1,3,0
2,2,4,1,1,4,0
2,2,4,2,1,1,0
2,2,4,2,1,2,0
2,2,4,2,1,3,0
2,2,4,2,1,4,0
2,2,4,3,1,1,0
2,2,4,3,1,2,0
2,2,4,3,1,3,0
2,2,4,3,1,4,0
2,2,4,4,1,1,0
2,2,4,4,1,2,0
2,2,4,4,1,3,0
2,2,4,4,1,4,0
2,2,4,5,1,1,1
2,2,4,5,1,2,0
2,2,4,5,1,3,0
2,2,4,5,1,4,0
2,2,4,6,1,1,0
2,2,4,6,1,2,0
2,2,4,6,1,3,0
2,2,4,6,1,4,0
2,2,4,7,1,1,0
2,2,4,7,1,2,0
2,2,4,7,1,3,0
2,2,4,7,1,4,0
2,2,4,8,1,1,0
2,2,4,8,1,2,0
2,2,4,8,1,3,0
2,2,4,8,1,4,0
2,2,4,9,1,1,0
2,2,4,9,1,2,0
2,2,4,9,1,3,0
2,2,4,9,1,4,0
2,2,4,10,1,1,0
2,2,4,10,1,2,0
2,2,4,10,1,3,0
2,2,4,10,1,4,0
2,2,4,11,1,1,0
2,2,4,11,1,2,0
2,2,4,11,1,3,0
2,2,4,11,1,4,0
2,2,4,12,1,1,0
2,2,4,12,1,2,1
2,2,4,12,1,3,0
2,2,4,12,1,4,0
2,2,4,13,1,1,0
2,2,4,13,1,2,0
2,2,4,13,1,3,0
2,2,4,13,1,4,0
2,2,4,14,1,1,0
2,2,4,14,1,2,0
2,2,4,14,1,3,0
2,2,4,14,1,4,0
2,2,4,15,1,1,0
2,2,4,15,1,2,0
2,2,4,15,1,3,0
2,2,4,15,1,4,0
2,2,4,16,1,1,0
2,2,4,16,1,2,0
2,2,4,16,1,3,0
2,2,4,16,1,4,0
2,2,4,17,1,1,0
2,2,4,17,1,2,0
2,2,4,17,1,3,0
2,2,4,17,1,4,0
2,2,4,18,1,1,0
2,2,4,18,1,2,0
2,2,4,18,1,3,0
2,2,4,18,1,4,0
2,2,4,19,1,1,0
2,2,4,19,1,2,0
2,2,4,19,1,3,0
2,2,4,19,1,4,0
2,2,4,20,1,1,0
2,2,4,20,1,2,0
2,2,4,20,1,3,0
2,2,4,20,1,4,0
2,2,4,21,1,1,0
2,2,4,21,1,2,0
2,2,4,21,1,3,0
2,2,4,21,1,4,0
2,2,4,22,1,1,0
2,2,4,22,1,2,0
2,2,4,22,1,3,0
2,2,4,22,1,4,0
2,2,4,23,1,1,0
2,2,4,23,1,2,0
2,2,4,23,1,3,0
2,2,4,23,1,4,0
2,2,4,24,1,1,0
2,2,4,24,1,2,0
2,2,4,24,1,3,0
2,2,4,24,1,4,0
2,2,5,1,1,1,0
2,2,5,1,1,2,0
2,2,5,1,1,3,0
2,2,5,1,1,4,0
2,2,5,2,1,1,0
2,2,5,2,1,2,0
2,2,5,2,1,3,0
2,2,5,2,1,4,0
2,2,5,3,1,1,0
2,2,5,3,1,2,0
2,2,5,3,1,3,0
2,2,5,3,1,4,0
2,2,5,4,1,1,0
2,2,5,4,1,2,0
2,2,5,4,1,3,0
2,2,5,4,1,4,0
2,2,5,5,1,1,0
2,2,5,5,1,2,0
2,2,5,5,1,3,0
2,2,5,5,1,4,0
2,2,5,6,1,1,0
2,2,5,6,1,2,0
2,2,5,6,1,3,0
2,2,5,6,1,4,0
2,2,5,7,1,1,0
2,2,5,7,1,2,0
2,2,5,7,1,3,0
2,2,5,7,1,4,0
2,2,5,8,1,1,0
2,2,5,8,1,2,0
2,2,5,8,1,3,0
2,2,5,8,1,4,0
2,2,5,9,1,1,0
2,2,5,9,1,2,0
2,2,5,9,1,3,0
2,2,5,9,1,4,0
2,2,5,10,1,1,0
2,2,5,10,1,2,0
2,2,5,10,1,3,0
2,2,5,10,1,4,0
2,2,5,11,1,1,0
2,2,5,11,1,2,0
2,2,5,11,1,3,0
2,2,5,11,1,4,0
2,2,5,12,1,1,1
2,2,5,12,1,2,0
2,2,5,12,1,3,0
2,2,5,12,1,4,0
2,2,5,13,1,1,0
2,2,5,13,1,2,0
2,2,5,13,1,3,0
2,2,5,13,1,4,0
2,2,5,14,1,1,0
2,2,5,14,1,2,0
2,2,5,14,1,3,0
2,2,5,14,1,4,0
2,2,5,15,1,1,0
2,2,5,15,1,2,0
2,2,5,15,1,3,0
2,2,5,15,1,4,0
2,2,5,16,1,1,0
2,2,5,16,1,2,0
2,2,5,16,1,3,0
2,2,5,16,1,4,0
2,2,5,17,1,1,0
2,2,5,17,1,2,0
2,2,5,17,1,3,0
2,2,5,17,1,4,0
2,2,5,18,1,1,0
2,2,5,18,1,2,0
2,2,5,18,1,3,0
2,2,5,18,1,4,0
2,2,5,19,1,1,0
2,2,5,19,1,2,0
2,2,5,19,1,3,0
2,2,5,19,1,4,0
2,2,5,20,1,1,0
2,2,5,20,1,2,0
2,2,5,20,1,3,0
2,2,5,20,1,4,0
2,2,5,21,1,1,0
2,2,5,21,1,2,0
2,2,5,21,1,3,0
2,2,5,21,1,4,0
2,2,5,22,1,1,0
2,2,5,22,1,2,0
2,2,5,22,1,3,0
2,2,5,22,1,4,0
2,2,5,23,1,1,0
2,2,5,23,1,2,0
2,2,5,23,1,3,0
2,2,5,23,1,4,0
2,2,5,24,1,1,0
2,2,5,24,1,2,0
2,2,5,24,1,3,0
2,2,5,24,1,4,0
2,2,6,1,1,1,0
2,2,6,1,1,2,0
2,2,6,1,1,3,0
2,2,6,1,1,4,0
2,2,6,2,1,1,0
2,2,6,2,1,2,0
2,2,6,2,1,3,0
2,2,6,2,1,4,0
2,2,6,3,1,1,0
2,2,6,3,1,2,0
2,2,6,3,1,3,0
2,2,6,3,1,4,0
2,2,6,4,1,1,0
2,2,6,4,1,2,0
2,2,6,4,1,3,0
2,2,6,4,1,4,0
2,2,6,5,1,1,0
2,2,6,5,1,2,0
2,2,6,5,1,3,0
2,2,6,5,1,4,0
2,2,6,6,1,1,0
2,2,6,6,1,2,0
2,2,6,6,1,3,0
2,2,6,6,1,4,0
2,2,6,7,1,1,0
2,2,6,7,1,2,0
2,2,6,7,1,3,0
2,2,6,7,1,4,0
2,2,6,8,1,1,0
2,2,6,8,1,2,0
2,2,6,8,1,3,0
2,2,6,8,1,4,0
2,2,6,9,1,1,0
2,2,6,9,1,2,0
2,2,6,9,1,3,0
2,2,6,9,1,4,0
2,2,6,10,1,1,0
2,2,6,10,1,2,0
2,2,6,10,1,3,0
2,2,6,10,1,4,0
2,2,6,11,1,1,0
2,2,6,11,1,2,0
2,2,6,11,1,3,0
2,2,6,11,1,4,0
2,2,6,12,1,1,1
2,2,6,12,1,2,0
2,2,6,12,1,3,0
2,2,6,12,1,4,0
2,2,6,13,1,1,0
2,2,6,13,1,2,0
2,2,6,13,1,3,0
2,2,6,13,1,4,0
2,2,6,14,1,1,0
2,2,6,14,1,2,0
2,2,6,14,1,3,0
2,2,6,14,1,4,0
2,2,6,15,1,1,0
2,2,6,15,1,2,0
2,2,6,15,1,3,0
2,2,6,15,1,4,0
2,2,6,16,1,1,0
2,2,6,16,1,2,0
2,2,6,16,1,3,0
2,2,6,16,1,4,0
2,2,6,17,1,1,0
2,2,6,17,1,2,0
2,2,6,17,1,3,0
2,2,6,17,1,4,0
2,2,6,18,1,1,0
2,2,6,18,1,2,0
2,2,6,18,1,3,0
2,2,6,18,1,4,0
2,2,6,19,1,1,0
2,2,6,19,1,2,0
2,2,6,19,1,3,0
2,2,6,19,1,4,0
2,2,6,20,1,1,0
2,2,6,20,1,2,0
2,2,6,20,1,3,0
2,2,6,20,1,4,0
2,2,6,21,1,1,0
2,2,6,21,1,2,0
2,2,6,21,1,3,0
2,2,6,21,1,4,0
2,2,6,22,1,1,0
2,2,6,22,1,2,0
2,2,6,22,1,3,0
2,2,6,22,1,4,0
2,2,6,23,1,1,0
2,2,6,23,1,2,0
2,2,6,23,1,3,0
2,2,6,23,1,4,0
2,2,6,24,1,1,0
2,2,6,24,1,2,0
2,2,6,24,1,3,0
2,2,6,24,1,4,0
2,2,7,1,1,1,0
2,2,7,1,1,2,0
2,2,7,1,1,3,0
2,2,7,1,1,4,0
2,2,7,2,1,1,0
2,2,7,2,1,2,0
2,2,7,2,1,3,0
2,2,7,2,1,4,0
2,2,7,3,1,1,0
2,2,7,3,1,2,0
2,2,7,3,1,3,0
2,2,7,3,1,4,0
2,2,7,4,1,1,0
2,2,7,4,1,2,0
2,2,7,4,1,3,0
2,2,7,4,1,4,0
2,2,7,5,1,1,0
2,2,7,5,1,2,0
2,2,7,5,1,3,0
2,2,7,5,1,4,0
2,2,7,6,1,1,0
2,2,7,6,1,2,0
2,2,7,6,1,3,0
2,2,7,6,1,4,0
2,2,7,7,1,1,0
2,2,7,7,1,2,0
2,2,7,7,1,3,0
2,2,7,7,1,4,0
2,2,7,8,1,1,0
2,2,7,8,1,2,0
2,2,7,8,1,3,0
2,2,7,8,1,4,0
2,2,7,9,1,1,0
2,2,7,9,1,2,0
2,2,7,9,1,3,0
2,2,7,9,1,4,0
2,2,7,10,1,1,0
2,2,7,10,1,2,0
2,2,7,10,1,3,0
2,2,7,10,1,4,0
2,2,7,11,1,1,0
2,2,7,11,1,2,0
2,2,7,11,1,3,0
2,2,7,11,1,4,0
2,2,7,12,1,1,0
2,2,7,12,1,2,0
2,2,7,12,1,3,0
2,2,7,12,1,4,0
2,2,7,13,1,1,0
2,2,7,13,1,2,0
2,2,7,13,1,3,0
2,2,7,13,1,4,0
2,2,7,14,1,1,0
2,2,7,14,1,2,0
2,2,7,14,1,3,0
2,2,7,14,1,4,0
2,2,7,15,1,1,0
2,2,7,15,1,2,0
2,2,7,15,1,3,0
2,2,7,15,1,4,0
2,2,7,16,1,1,0
2,2,7,16,1,2,0
2,2,7,16,1,3,0
2,2,7,16,1,4,0
2,2,7,17,1,1,0
2,2,7,17,1,2,0
2,2,7,17,1,3,0
2,2,7,17,1,4,0
2,2,7,18,1,1,0
2,2,7,18,1,2,0
2,2,7,18,1,3,0
2,2,7,18,1,4,0
2,2,7,19,1,1,0
2,2,7,19,1,2,0
2,2,7,19,1,3,0
2,2,7,19,1,4,0
2,2,7,20,1,1,0
2,2,7,20,1,2,0
2,2,7,20,1,3,0
2,2,7,20,1,4,0
2,2,7,21,1,1,0
2,2,7,21,1,2,0
2,2,7,21,1,3,0
2,2,7,21,1,4,0
2,2,7,22,1,1,0
2,2,7,22,1,2,0
2,2,7,22,1,3,0
2,2,7,22,1,4,0
2,2,7,23,1,1,0
2,2,7,23,1,2,0
2,2,7,23,1,3,0
2,2,7,23,1,4,0
2,2,7,24,1,1,0
2,2,7,24,1,2,0
2,2,7,24,1,3,0
2,2,7,24,1,4,0
2,2,8,1,1,1,0
2,2,8,1,1,2,0
2,2,8,1,1,3,0
2,2,8,1,1,4,0
2,2,8,2,1,1,0
2,2,8,2,1,2,0
2,2,8,2,1,3,0
2,2,8,2,1,4,0
2,2,8,3,1,1,0
2,2,8,3,1,2,0
2,2,8,3,1,3,0
2,2,8,3,1,4,0
2,2,8,4,1,1,0
2,2,8,4,1,2,0
2,2,8,4,1,3,0
2,2,8,4,1,4,0
2,2,8,5,1,1,0
2,2,8,5,1,2,0
2,2,8,5,1,3,0
2,2,8,5,1,4,0
2,2,8,6,1,1,0
2,2,8,6,1,2,0
2,2,8,6,1,3,0
2,2,8,6,1,4,0
2,2,8,7,1,1,0
2,2,8,7,1,2,0
2,2,8,7,1,3,0
2,2,8,7,1,4,0
2,2,8,8,1,1,0
2,2,8,8,1,2,0
2,2,8,8,1,3,0
2,2,8,8,1,4,0
2,2,8,9,1,1,0
2,2,8,9,1,2,0
2,2,8,9,1,3,0
2,2,8,9,1,4,0
2,2,8,10,1,1,0
2,2,8,10,1,2,0
2,2,8,10,1,3,0
2,2,8,10,1,4,0
2,2,8,11,1,1,0
2,2,8,11,1,2,0
2,2,8,11,1,3,0
2,2,8,11,1,4,0
2,2,8,12,1,1,0
2,2,8,12,1,2,0
2,2,8,12,1,3,0
2,2,8,12,1,4,0
2,2,8,13,1,1,0
2,2,8,13,1,2,0
2,2,8,13,1,3,0
2,2,8,13,1,4,0
2,2,8,14,1,1,0
2,2,8,14,1,2,0
2,2,8,14,1,3,0
2,2,8,14,1,4,0
2,2,8,15,1,1,0
2,2,8,15,1,2,0
2,2,8,15,1,3,0
2,2,8,15,1,4,0
2,2,8,16,1,1,0
2,2,8,16,1,2,0
2,2,8,16,1,3,0
2,2,8,16,1,4,0
2,2,8,17,1,1,0
2,2,8,17,1,2,0
2,2,8,17,1,3,0
2,2,8,17,1,4,0
2,2,8,18,1,1,0
2,2,8,18,1,2,0
2,2,8,18,1,3,0
2,2,8,18,1,4,0
2,2,8,19,1,1,0
2,2,8,19,1,2,0
2,2,8,19,1,3,0
2,2,8,19,1,4,0
2,2,8,20,1,1,0
2,2,8,20,1,2,0
2,2,8,20,1,3,0
2,2,8,20,1,4,0
2,2,8,21,1,1,0
2,2,8,21,1,2,0
2,2,8,21,1,3,0
2,2,8,21,1,4,0
2,2,8,22,1,1,0
2,2,8,22,1,2,0
2,2,8,22,1,3,0
2,2,8,22,1,4,0
2,2,8,23,1,1,0
2,2,8,23,1,2,0
2,2,8,23,1,3,0
2,2,8,23,1,4,0
2,2,8,24,1,1,0
2,2,8,24,1,2,0
2,2,8,24,1,3,0
2,2,8,24,1,4,0
2,3,1,1,1,1,0
2,3,1,1,1,2,0
2,3,1,1,1,3,0
2,3,1,1,1,4,0
2,3,1,2,1,1,0
2,3,1,2,1,2,0
2,3,1,2,1,3,0
2,3,1,2,1,4,0
2,3,1,3,1,1,0
2,3,1,3,1,2,0
2,3,1,3,1,3,0
2,3,1,3,1,4,0
2,3,1,4,1,1,0
2,3,1,4,1,2,0
2,3,1,4,1,3,0
2,3,1,4,1,4,0
2,3,1,5,1,1,0
2,3,1,5,1,2,0
2,3,1,5,1,3,0
2,3,1,5,1,4,0
2,3,1,6,1,1,0
2,3,1,6,1,2,0
2,3,1,6,1,3,0
2,3,1,6,1,4,0
2,3,1,7,1,1,0
2,3,1,7,1,2,0
2,3,1,7,1,3,0
2,3,1,7,1,4,0
2,3,1,8,1,1,0
2,3,1,8,1,2,0
2,3,1,8,1,3,0
2,3,1,8,1,4,0
2,3,1,9,1,1,1
2,3,1,9,1,2,1
2,3,1,9,1,3,1
2,3,1,9,1,4,1
2,3,1,10,1,1,0
2,3,1,10,1,2,0
2,3,1,10,1,3,0
2,3,1,10,1,4,0
2,3,1,11,1,1,0
2,3,1,11,1,2,0
2,3,1,11,1,3,0
2,3,1,11,1,4,0
2,3,1,12,1,1,0
2,3,1,12,1,2,1
2,3,1,12,1,3,0
2,3,1,12,1,4,0
2,3,1,13,1,1,0
2,3,1,13,1,2,0
2,3,1,13,1,3,0
2,3,1,13,1,4,0
2,3,1,14,1,1,0
2,3,1,14,1,2,0
2,3,1,14,1,3,0
2,3,1,14,1,4,0
2,3,1,15,1,1,0
2,3,1,15,1,2,0
2,3,1,15,1,3,0
2,3,1,15,1,4,0
2,3,1,16,1,1,0
2,3,1,16,1,2,0
2,3,1,16,1,3,0
2,3,1,16,1,4,0
2,3,1,17,1,1,0
2,3,1,17,1,2,0
2,3,1,17,1,3,0
2,3,1,17,1,4,0
2,3,1,18,1,1,0
2,3,1,18,1,2,0
2,3,1,18,1,3,0
2,3,1,18,1,4,0
2,3,1,19,1,1,0
2,3,1,19,1,2,0
2,3,1,19,1,3,0
2,3,1,19,1,4,0
2,3,1,20,1,1,0
2,3,1,20,1,2,0
2,3,1,20,1,3,0
2,3,1,20,1,4,0
2,3,1,21,1,1,0
2,3,1,21,1,2,0
2,3,1,21,1,3,0
2,3,1,21,1,4,0
2,3,1,22,1,1,0
2,3,1,22,1,2,0
2,3,1,22,1,3,0
2,3,1,22,1,4,0
2,3,1,23,1,1,0
2,3,1,23,1,2,0
2,3,1,23,1,3,0
2,3,1,23,1,4,0
2,3,1,24,1,1,0
2,3,1,24,1,2,0
2,3,1,24,1,3,0
2,3,1,24,1,4,0
2,3,2,1,1,1,0
2,3,2,1,1,2,0
2,3,2,1,1,3,0
2,3,2,1,1,4,0
2,3,2,2,1,1,0
2,3,2,2,1,2,0
2,3,2,2,1,3,0
2,3,2,2,1,4,0
2,3,2,3,1,1,0
2,3,2,3,1,2,0
2,3,2,3,1,3,0
2,3,2,3,1,4,0
2,3,2,4,1,1,0
2,3,2,4,1,2,0
2,3,2,4,1,3,0
2,3,2,4,1,4,0
2,3,2,5,1,1,0
2,3,2,5,1,2,0
2,3,2,5,1,3,0
2,3,2,5,1,4,0
2,3,2,6,1,1,0
2,3,2,6,1,2,0
2,3,2,6,1,3,0
2,3,2,6,1,4,0
2,3,2,7,1,1,0
2,3,2,7,1,2,0
2,3,2,7,1,3,0
2,3,2,7,1,4,0
2,3,2,8,1,1,0
2,3,2,8,1,2,0
2,3,2,8,1,3,0
2,3,2,8,1,4,0
2,3,2,9,1,1,0
2,3,2,9,1,2,0
2,3,2,9,1,3,0
2,3,2,9,1,4,0
2,3,2,10,1,1,1
2,3,2,10,1,2,1
2,3,2,10,1,3,1
2,3,2,10,1,4,0
2,3,2,11,1,1,0
2,3,2,11,1,2,0
2,3,2,11,1,3,0
2,3,2,11,1,4,0
2,3,2,12,1,1,1
2,3,2,12,1,2,0
2,3,2,12,1,3,1
2,3,2,12,1,4,0
2,3,2,13,1,1,0
2,3,2,13,1,2,0
2,3,2,13,1,3,0
2,3,2,13,1,4,0
2,3,2,14,1,1,0
2,3,2,14,1,2,0
2,3,2,14,1,3,0
2,3,2,14,1,4,0
2,3,2,15,1,1,0
2,3,2,15,1,2,0
2,3,2,15,1,3,0
2,3,2,15,1,4,0
2,3,2,16,1,1,0
2,3,2,16,1,2,0
2,3,2,16,1,3,0
2,3,2,16,1,4,0
2,3,2,17,1,1,0
2,3,2,17,1,2,0
2,3,2,17,1,3,0
2,3,2,17,1,4,0
2,3,2,18,1,1,0
2,3,2,18,1,2,0
2,3,2,18,1,3,0
2,3,2,18,1,4,0
2,3,2,19,1,1,0
2,3,2,19,1,2,0
2,3,2,19,1,3,0
2,3,2,19,1,4,0
2,3,2,20,1,1,0
2,3,2,20,1,2,0
2,3,2,20,1,3,0
2,3,2,20,1,4,0
2,3,2,21,1,1,0
2,3,2,21,1,2,0
2,3,2,21,1,3,0
2,3,2,21,1,4,0
2,3,2,22,1,1,0
2,3,2,22,1,2,0
2,3,2,22,1,3,0
2,3,2,22,1,4,0
2,3,2,23,1,1,0
2,3,2,23,1,2,0
2,3,2,23,1,3,0
2,3,2,23,1,4,0
2,3,2,24,1,1,0
2,3,2,24,1,2,0
2,3,2,24,1,3,0
2,3,2,24,1,4,0
2,3,3,1,1,1,0
2,3,3,1,1,2,0
2,3,3,1,1,3,0
2,3,3,1,1,4,0
2,3,3,2,1,1,0
2,3,3,2,1,2,0
2,3,3,2,1,3,0
2,3,3,2,1,4,0
2,3,3,3,1,1,0
2,3,3,3,1,2,0
2,3,3,3,1,3,0
2,3,3,3,1,4,0
2,3,3,4,1,1,0
2,3,3,4,1,2,0
2,3,3,4,1,3,0
2,3,3,4,1,4,0
2,3,3,5,1,1,0
2,3,3,5,1,2,0
2,3,3,5,1,3,0
2,3,3,5,1,4,0
2,3,3,6,1,1,0
2,3,3,6,1,2,0
2,3,3,6,1,3,0
2,3,3,6,1,4,0
2,3,3,7,1,1,0
2,3,3,7,1,2,0
2,3,3,7,1,3,0
2,3,3,7,1,4,0
2,3,3,8,1,1,0
2,3,3,8,1,2,0
2,3,3,8,1,3,0
2,3,3,8,1,4,0
2,3,3,9,1,1,0
2,3,3,9,1,2,0
2,3,3,9,1,3,0
2,3,3,9,1,4,0
2,3,3,10,1,1,1
2,3,3,10,1,2,1
2,3,3,10,1,3,0
2,3,3,10,1,4,0
2,3,3,11,1,1,0
2,3,3,11,1,2,0
2,3,3,11,1,3,0
2,3,3,11,1,4,0
2,3,3,12,1,1,0
2,3,3,12,1,2,1
2,3,3,12,1,3,0
2,3,3,12,1,4,0
2,3,3,13,1,1,0
2,3,3,13,1,2,0
2,3,3,13,1,3,0
2,3,3,13,1,4,0
2,3,3,14,1,1,0
2,3,3,14,1,2,0
2,3,3,14,1,3,0
2,3,3,14,1,4,0
2,3,3,15,1,1,0
2,3,3,15,1,2,0
2,3,3,15,1,3,0
2,3,3,15,1,4,0
2,3,3,16,1,1,0
2,3,3,16,1,2,0
2,3,3,16,1,3,0
2,3,3,16,1,4,0
2,3,3,17,1,1,0
2,3,3,17,1,2,0
2,3,3,17,1,3,0
2,3,3,17,1,4,0
2,3,3,18,1,1,0
2,3,3,18,1,2,0
2,3,3,18,1,3,0
2,3,3,18,1,4,0
2,3,3,19,1,1,0
2,3,3,19,1,2,0
2,3,3,19,1,3,0
2,3,3,19,1,4,0
2,3,3,20,1,1,0
2,3,3,20,1,2,0
2,3,3,20,1,3,0
2,3,3,20,1,4,0
2,3,3,21,1,1,0
2,3,3,21,1,2,0
2,3,3,21,1,3,0
2,3,3,21,1,4,0
2,3,3,22,1,1,0
2,3,3,22,1,2,0
2,3,3,22,1,3,0
2,3,3,22,1,4,0
2,3,3,23,1,1,0
2,3,3,23,1,2,0
2,3,3,23,1,3,0
2,3,3,23,1,4,0
2,3,3,24,1,1,0
2,3,3,24,1,2,0
2,3,3,24,1,3,0
2,3,3,24,1,4,0
2,3,4,1,1,1,0
2,3,4,1,1,2,0
2,3,4,1,1,3,0
2,3,4,1,1,4,0
2,3,4,2,1,1,0
2,3,4,2,1,2,0
2,3,4,2,1,3,0
2,3,4,2,1,4,0
2,3,4,3,1,1,0
2,3,4,3,1,2,0
2,3,4,3,1,3,0
2,3,4,3,1,4,0
2,3,4,4,1,1,0
2,3,4,4,1,2,0
2,3,4,4,1,3,0
2,3,4,4,1,4,0
2,3,4,5,1,1,0
2,3,4,5,1,2,0
2,3,4,5,1,3,0
2,3,4,5,1,4,0
2,3,4,6,1,1,0
2,3,4,6,1,2,0
2,3,4,6,1,3,0
2,3,4,6,1,4,0
2,3,4,7,1,1,0
2,3,4,7,1,2,0
2,3,4,7,1,3,0
2,3,4,7,1,4,0
2,3,4,8,1,1,0
2,3,4,8,1,2,0
2,3,4,8,1,3,0
2,3,4,8,1,4,0
2,3,4,9,1,1,1
2,3,4,9,1,2,1
2,3,4,9,1,3,0
2,3,4,9,1,4,0
2,3,4,10,1,1,0
2,3,4,10,1,2,0
2,3,4,10,1,3,0
2,3,4,10,1,4,0
2,3,4,11,1,1,0
2,3,4,11,1,2,0
2,3,4,11,1,3,0
2,3,4,11,1,4,0
2,3,4,12,1,1,1
2,3,4,12,1,2,1
2,3,4,12,1,3,0
2,3,4,12,1,4,0
2,3,4,13,1,1,0
2,3,4,13,1,2,0
2,3,4,13,1,3,0
2,3,4,13,1,4,0
2,3,4,14,1,1,0
2,3,4,14,1,2,0
2,3,4,14,1,3,0
2,3,4,14,1,4,0
2,3,4,15,1,1,0
2,3,4,15,1,2,0
2,3,4,15,1,3,0
2,3,4,15,1,4,0
2,3,4,16,1,1,0
2,3,4,16,1,2,0
2,3,4,16,1,3,0
2,3,4,16,1,4,0
2,3,4,17,1,1,0
2,3,4,17,1,2,0
2,3,4,17,1,3,0
2,3,4,17,1,4,0
2,3,4,18,1,1,0
2,3,4,18,1,2,0
2,3,4,18,1,3,0
2,3,4,18,1,4,0
2,3,4,19,1,1,0
2,3,4,19,1,2,0
2,3,4,19,1,3,0
2,3,4,19,1,4,0
2,3,4,20,1,1,0
2,3,4,20,1,2,0
2,3,4,20,1,3,0
2,3,4,20,1,4,0
2,3,4,21,1,1,0
2,3,4,21,1,2,0
2,3,4,21,1,3,0
2,3,4,21,1,4,0
2,3,4,22,1,1,0
2,3,4,22,1,2,0
2,3,4,22,1,3,0
